,N,P,K,temperature,humidity,ph,rainfall,label
30,73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice
31,92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice
32,85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice
33,98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice
34,88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice
35,95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice
36,99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice
37,95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice
38,60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice
39,63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
40,62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice
41,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice
42,83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice
43,82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice
44,85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice
45,91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
46,76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice
47,74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice
48,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice
49,88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice
50,60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice
51,76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice
52,93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice
53,65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice
54,95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice
55,75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice
56,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
57,91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice
58,71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
59,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice
60,72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
61,83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice
62,93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice
63,70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice
64,76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice
65,99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
66,99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice
67,86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
68,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
69,91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice
70,61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice
71,67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice
72,79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice
73,78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice
74,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice
75,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice
76,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice
77,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice
78,77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice
79,81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice
80,68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
81,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice
82,61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice
83,67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice
84,67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice
85,66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice
86,82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice
87,84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice
88,81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice
89,91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice
90,93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice
91,90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice
92,81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice
93,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice
94,60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice
95,88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice
96,93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice
97,60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice
98,78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice
99,65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice
100,71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize
101,61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize
102,80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
103,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
104,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize
105,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
106,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize
107,89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize
108,76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize
109,67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
110,70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
111,90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize
112,62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
113,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize
114,66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize
115,63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize
116,70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize
117,61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize
118,66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize
119,74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize
120,77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
121,99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize
122,74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize
123,83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize
124,100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize
125,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
126,94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
127,75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize
128,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
129,87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize
130,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize
131,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
132,84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
133,64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize
134,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
135,98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
136,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize
137,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
138,98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize
139,76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
140,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize
141,60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize
142,74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
143,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
144,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
145,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
146,61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
147,74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize
148,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize
149,63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
150,99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize
151,77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
152,87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
153,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
154,94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize
155,95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize
156,84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
157,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize
158,66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize
159,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize
160,79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize
161,72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize
162,67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
163,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
164,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize
165,75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
166,81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize
167,73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize
168,71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
169,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
170,99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
171,62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
172,86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
173,94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
174,76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize
175,77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize
176,74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
177,81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
178,63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize
179,99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize
180,90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize
181,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize
182,60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize
183,71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize
184,61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize
185,88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize
186,65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize
187,78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize
188,78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,maize
189,92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
190,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
191,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize
192,76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
193,87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize
194,71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
195,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
196,67,35,22,23.30546753,63.24648023,6.385684213999999,108.7603001,maize
197,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize
198,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
199,83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize
400,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
401,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas
402,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas
403,27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas
404,10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,pigeonpeas
405,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
406,40,70,20,31.80130272,45.03186173,5.623490042999999,147.03614419999997,pigeonpeas
407,38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas
408,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas
409,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
410,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
411,16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,pigeonpeas
412,31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,pigeonpeas
413,16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,pigeonpeas
414,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas
415,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
416,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas
417,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
418,26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas
419,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
420,24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
421,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
422,16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
423,28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas
424,16,71,24,18.33124824,38.40975482,4.946369874,139.64833169999997,pigeonpeas
425,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
426,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
427,9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
428,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas
429,1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas
430,6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
431,26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
432,27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
433,27,71,23,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas
434,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
435,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas
436,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
437,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
438,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
439,39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas
440,6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,pigeonpeas
441,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
442,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
443,1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
444,16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas
445,23,75,25,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas
446,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
447,28,59,22,30.90607799,52.79913039,7.05181629,170.99198280000005,pigeonpeas
448,5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
449,36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas
450,1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
451,24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas
452,17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas
453,5,55,18,33.50876355,45.70976142,7.322097972000001,126.6738117,pigeonpeas
454,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
455,37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
456,13,73,20,30.50420876,35.48885969,5.391560417999999,162.59277230000004,pigeonpeas
457,6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,pigeonpeas
458,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas
459,25,64,20,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas
460,34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,pigeonpeas
461,20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas
462,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
463,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
464,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas
465,7,77,18,20.5591255,60.54880693,6.655918077999999,191.0895109,pigeonpeas
466,29,78,25,19.95991719,59.33157782,5.982854522999999,195.787103,pigeonpeas
467,30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,pigeonpeas
468,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas
469,19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas
470,3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas
471,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas
472,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
473,37,73,21,29.50304807,63.46513414,5.560224582999999,189.5208915,pigeonpeas
474,9,59,24,20.43517772,39.37252634,4.747352458,137.22796619999997,pigeonpeas
475,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
476,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
477,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas
478,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
479,13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas
480,27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas
481,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
482,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas
483,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
484,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas
485,18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas
486,39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas
487,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
488,27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas
489,26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
490,23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
491,4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
492,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas
493,7,74,17,22.47253208,62.56532471,5.667419697000001,96.74706956,pigeonpeas
494,17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas
495,35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,pigeonpeas
496,11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas
497,20,60,22,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas
498,10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas
499,33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
500,3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans
501,22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans
502,36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans
503,4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans
504,29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans
505,32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans
506,14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans
507,5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans
508,25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans
509,11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans
510,40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans
511,38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans
512,27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans
513,24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans
514,23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans
515,29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans
516,31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
517,0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans
518,7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans
519,17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans
520,11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans
521,22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans
522,9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans
523,28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans
524,26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans
525,36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans
526,8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans
527,24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans
528,22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans
529,36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans
530,22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans
531,17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,mothbeans
532,8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans
533,7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans
534,36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans
535,11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans
536,6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans
537,17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans
538,4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans
539,9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans
540,25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans
541,36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans
542,21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans
543,37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans
544,32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans
545,29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans
546,25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans
547,10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans
548,23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans
549,9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans
550,3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans
551,22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans
552,12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans
553,39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans
554,32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans
555,30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans
556,19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans
557,4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans
558,21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans
559,35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans
560,22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans
561,35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans
562,17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans
563,28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans
564,22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans
565,11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans
566,38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans
567,23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans
568,25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans
569,40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans
